id_discente;curso;turno;ano_ingresso;idade_ingresso;escola_publica;forma_ingresso;acao_afirmativa;sexo;cor_raca;estado_civil;media_global_aluno;media_global_curso;percentual_integralizado;trancamentos;mobilidade;total_componentes;total_reprovacao;total_aprovacao;percentagem_frequencia;percentagem_reprovacao;reprovacoes_rm;reprovacoes_rf;reprovacoes_rmf;percentagem_aprovacao;qtd_semestres;motivo_inativacao;status;faixa_etaria;acao_afirmativa_
809537;Sistemas De Informação;Noturno;2016;21;Sim;Sisu;RI-PPI;Masculino;Pardo;Solteiro(A);3.51;5.32;30.26;0;0.0;36;24;12;59.71;66.67;9;0;15;33.33;8;Ativo;Ativo;Entre 19 e 21;1
809552;Ciência Da Computação;Integral;2016;19;Sim;Sisu;RI-PPI;Masculino;Pardo;Solteiro(A);5.06;5.03;39.49;0;0.0;35;17;18;82.7;48.57;14;0;3;51.43;8;Ativo;Ativo;Entre 19 e 21;1
809555;Ciência Da Computação;Integral;2016;19;Não;Sisu;Ampla Concorrência;Masculino;Pardo;Solteiro(A);4.51;5.03;37.21;1;0.0;36;18;18;76.73;50.0;11;0;7;50.0;7;Ativo;Ativo;Entre 19 e 21;0
809562;Ciência Da Computação;Integral;2016;18;Sim;Sisu;RS;Masculino;Branco;Solteiro(A);5.38;5.03;44.29;0;0.0;36;14;22;94.23;38.89;13;0;1;61.11;8;Ativo;Ativo;Até 18;1
809569;Ciência Da Computação;Integral;2016;21;Sim;Sisu;RI-PPI;Masculino;Pardo;Solteiro(A);3.02;5.03;14.4;0;0.0;25;18;7;75.04;72.0;13;0;5;28.0;8;Ativo;Ativo;Entre 19 e 21;1
809572;Ciência Da Computação;Integral;2016;20;Sim;Sisu;RS-PPI;Masculino;Pardo;Solteiro(A);4.09;5.03;22.08;0;0.0;34;20;14;81.34;58.82;14;0;6;41.18;8;Ativo;Ativo;Entre 19 e 21;1
809580;Ciência Da Computação;Integral;2016;18;Sim;Sisu;RS-PPI;Masculino;Pardo;Solteiro(A);3.8;5.03;6.72;1;0.0;11;7;4;78.41;63.64;5;0;2;36.36;3;Excluído;Excluído;Até 18;1
810524;Engenharia De Software;Noturno;2016;23;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);2.19;5.48;14.0;1;0.0;35;28;7;42.23;80.0;3;0;25;20.0;8;Excluído;Excluído;Entre 21 e 24;0
810528;Engenharia De Software;Noturno;2016;19;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);4.31;5.48;48.03;0;0.0;46;27;19;87.96;58.7;25;0;2;41.3;10;Ativo;Ativo;Entre 19 e 21;0
810539;Engenharia De Software;Noturno;2016;19;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);6.05;5.48;74.28;0;0.0;41;13;28;84.87;31.71;9;0;4;68.29;10;Ativo;Ativo;Entre 19 e 21;0
810576;Ciência Da Computação;Integral;2016;19;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);3.06;5.03;14.89;0;0.0;15;11;4;78.79;73.33;5;0;6;26.67;4;Excluído;Excluído;Entre 19 e 21;0
810578;Ciência Da Computação;Integral;2016;27;Sim;Processo Seletivo;Ampla Concorrência;Feminino;Pardo;Solteiro(A);2.26;5.03;76.59;1;0.0;21;17;4;86.2;80.95;8;0;9;19.05;7;Ativo;Ativo;Entre 25 e 27;0
810612;Sistemas De Informação;Noturno;2016;20;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);4.76;5.32;39.46;0;0.0;38;19;19;78.37;50.0;13;0;6;50.0;9;Ativo;Ativo;Entre 19 e 21;0
810614;Sistemas De Informação;Noturno;2016;24;Sim;Processo Seletivo;Ampla Concorrência;Feminino;Pardo;Solteiro(A);5.71;5.32;68.0;0;0.0;39;13;26;83.84;33.33;10;0;3;66.67;9;Ativo;Ativo;Entre 21 e 24;0
810616;Sistemas De Informação;Noturno;2016;22;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);0.88;5.32;0.0;0;0.0;0;0;0;0.0;0.0;0;0;0;0.0;0;Excluído;Excluído;Entre 21 e 24;0
810619;Sistemas De Informação;Noturno;2016;26;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);6.79;5.32;100.0;0;0.0;20;1;19;96.02;5.0;1;0;0;95.0;5;Conclusão;Graduado;Entre 25 e 27;0
810627;Sistemas De Informação;Noturno;2016;23;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);5.27;5.32;84.83;0;0.0;40;16;24;87.46;40.0;13;0;3;60.0;9;Ativo;Ativo;Entre 21 e 24;0
810631;Sistemas De Informação;Noturno;2016;21;Não;Processo Seletivo;Ampla Concorrência;Feminino;Pardo;Solteiro(A);5.25;5.32;31.86;1;0.0;30;16;14;70.66;53.33;4;1;11;46.67;6;Ativo;Ativo;Entre 19 e 21;0
810708;Sistemas De Informação;Noturno;2016;21;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);1.24;5.32;10.66;1;0.0;18;16;2;39.43;88.89;0;0;16;11.11;5;Excluído;Excluído;Entre 19 e 21;0
810718;Ciência Da Computação;Integral;2016;24;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);3.78;5.03;36.17;1;0.0;24;16;8;79.92;66.67;9;0;7;33.33;7;Ativo;Ativo;Entre 21 e 24;0
810729;Sistemas De Informação;Noturno;2016;26;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Preto;Solteiro(A);5.73;5.32;91.73;0;0.0;35;10;25;94.97;28.57;9;0;1;71.43;10;Ativo;Ativo;Entre 25 e 27;0
811009;Ciência Da Computação;Integral;2016;20;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);1.97;5.03;2.88;1;0.0;20;18;2;77.89;90.0;14;0;4;10.0;6;Ativo;Ativo;Entre 19 e 21;0
811013;Ciência Da Computação;Integral;2016;19;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);6.05;5.03;56.33;0;0.0;39;12;27;85.77;30.77;8;0;4;69.23;8;Ativo;Ativo;Entre 19 e 21;0
811019;Ciência Da Computação;Integral;2016;22;Sim;Sisu;RS-PPI;Masculino;Preto;Solteiro(A);0.08;5.03;0.0;0;0.0;5;5;0;41.88;100.0;0;0;5;0.0;1;Excluído;Excluído;Entre 21 e 24;1
811029;Ciência Da Computação;Integral;2016;19;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);2.9;5.03;10.56;1;0.0;25;19;6;83.11;76.0;14;0;5;24.0;6;Ativo;Ativo;Entre 19 e 21;0
811040;Ciência Da Computação;Integral;2016;18;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);8.47;5.03;98.93;0;0.0;44;0;44;89.27;0.0;0;0;0;100.0;9;Ativo;Ativo;Até 18;0
811160;Sistemas De Informação;Noturno;2016;27;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);6.77;5.32;49.06;1;0.0;32;9;23;86.7;28.13;6;1;2;71.88;7;Ativo;Ativo;Entre 25 e 27;0
811171;Sistemas De Informação;Noturno;2016;25;Não;Sisu;Ampla Concorrência;Masculino;Pardo;Solteiro(A);5.4;5.32;45.93;0;0.0;29;11;18;86.09;37.93;10;0;1;62.07;9;Ativo;Ativo;Entre 25 e 27;0
811205;Engenharia De Software;Noturno;2016;21;Sim;Sisu;RS-PPI;Masculino;Pardo;Solteiro(A);1.67;5.48;4.0;1;0.0;24;22;2;57.68;91.67;7;0;15;8.33;7;Excluído;Excluído;Entre 19 e 21;1
811243;Sistemas De Informação;Noturno;2016;21;Sim;Sisu;RS-PPI;Masculino;Pardo;Solteiro(A);2.08;4.7;4.26;1;0.0;10;8;2;43.13;80.0;1;0;7;20.0;4;Excluído;Excluído;Entre 19 e 21;1
811244;Sistemas De Informação;Noturno;2016;19;Sim;Sisu;RI;Feminino;Pardo;Solteiro(A);3.07;5.32;11.26;1;0.0;20;15;5;61.09;75.0;5;0;10;25.0;5;Ativo;Ativo;Entre 19 e 21;1
811250;Sistemas De Informação;Noturno;2016;25;Sim;Sisu;RS-PPI;Masculino;Pardo;Solteiro(A);2.01;5.32;2.13;0;0.0;9;8;1;50.35;88.89;2;0;6;11.11;2;Excluído;Excluído;Entre 25 e 27;1
812100;Ciência Da Computação;Integral;2016;21;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);6.06;5.03;95.74;0;0.0;44;15;29;84.3;34.09;14;0;1;65.91;12;Ativo;Ativo;Entre 19 e 21;0
812349;Ciência Da Computação;Integral;2016;21;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Preto;Solteiro(A);3.13;5.03;18.24;0;0.0;31;22;9;88.71;70.97;21;0;1;29.03;8;Ativo;Ativo;Entre 19 e 21;0
812356;Sistemas De Informação;Noturno;2016;30;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Preto;Solteiro(A);1.44;5.32;8.53;0;0.0;23;18;5;43.48;78.26;1;0;17;21.74;7;Excluído;Excluído;Entre 28 e 30;0
812399;Sistemas De Informação;Noturno;2016;27;Sim;Sisu;Ampla Concorrência;Masculino;Pardo;Solteiro(A);0.9;5.32;0.0;1;0.0;14;14;0;43.75;100.0;4;0;10;0.0;4;Ativo;Ativo;Entre 25 e 27;0
812402;Sistemas De Informação;Noturno;2016;19;Sim;Sisu;RI-PPI;Masculino;Pardo;Solteiro(A);1.13;5.32;2.13;1;0.0;14;13;1;46.21;92.86;2;0;11;7.14;3;Ativo;Ativo;Entre 19 e 21;1
812403;Sistemas De Informação;Noturno;2016;22;Sim;Sisu;RS;Masculino;Pardo;Solteiro(A);2.27;5.32;2.13;1;0.0;12;11;1;44.01;91.67;4;0;7;8.33;3;Excluído;Excluído;Entre 21 e 24;1
812404;Sistemas De Informação;Noturno;2016;31;Sim;Sisu;Ampla Concorrência;Masculino;Pardo;Casado(A);0.0;5.32;0.0;1;0.0;5;5;0;22.5;100.0;1;0;4;0.0;1;Excluído;Excluído;Entre 31 e 40;0
812408;Ciência Da Computação;Integral;2016;18;Sim;Sisu;RI-PPI;Masculino;Pardo;Solteiro(A);1.79;5.03;6.72;0;0.0;23;20;3;85.1;86.96;18;0;2;13.04;8;Ativo;Ativo;Até 18;1
812411;Ciência Da Computação;Integral;2016;25;Não;Sisu;Ampla Concorrência;Masculino;Pardo;Solteiro(A);5.6;5.03;100.0;0;0.0;6;1;5;93.85;16.67;1;0;0;83.33;2;Conclusão;Graduado;Entre 25 e 27;0
812413;Ciência Da Computação;Integral;2016;23;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);8.59;5.03;70.7;0;0.0;35;0;35;90.53;0.0;0;0;0;100.0;10;Ativo;Ativo;Entre 21 e 24;0
812415;Ciência Da Computação;Integral;2016;17;Não;Sisu;Ampla Concorrência;Masculino;Pardo;Solteiro(A);4.78;5.03;20.16;1;0.0;21;10;11;88.69;47.62;10;0;0;52.38;5;Ativo;Ativo;Até 18;0
812418;Ciência Da Computação;Integral;2016;20;Não;Sisu;Ampla Concorrência;Feminino;Pardo;Solteiro(A);1.17;5.03;1.92;1;0.0;10;9;1;50.16;90.0;1;0;8;10.0;2;Excluído;Excluído;Entre 19 e 21;0
812419;Ciência Da Computação;Integral;2016;18;Sim;Sisu;RS;Masculino;Branco;Solteiro(A);4.35;5.03;33.73;0;0.0;40;25;15;95.81;62.5;25;0;0;37.5;10;Ativo;Ativo;Até 18;1
812521;Sistemas De Informação;Noturno;2017;19;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);5.43;4.7;45.33;0;0.0;29;11;18;82.16;37.93;8;0;3;62.07;7;Ativo;Ativo;Entre 19 e 21;0
812522;Sistemas De Informação;Noturno;2017;25;Não;Processo Seletivo;Ampla Concorrência;Masculino;Não Informado;Solteiro(A);8.83;4.7;40.26;1;0.0;11;0;11;92.48;0.0;0;0;0;100.0;3;Ativo;Ativo;Entre 25 e 27;0
812669;Ciência Da Computação;Integral;2017;23;Não;Processo Seletivo;Ampla Concorrência;Masculino;Preto;Solteiro(A);3.36;5.03;48.67;0;0.0;9;6;3;84.12;66.67;2;0;4;33.33;2;Excluído;Excluído;Entre 21 e 24;0
812671;Ciência Da Computação;Integral;2017;18;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);2.68;5.03;12.96;0;0.0;23;17;6;76.99;73.91;11;0;6;26.09;6;Ativo;Ativo;Até 18;0
812678;Ciência Da Computação;Integral;2017;24;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);3.57;5.03;4.8;1;0.0;4;2;2;82.55;50.0;2;0;0;50.0;2;Ativo;Ativo;Entre 21 e 24;0
812682;Ciência Da Computação;Integral;2017;21;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Não Informado;Solteiro(A);1.45;5.03;1.92;0;0.0;23;22;1;57.81;95.65;7;0;15;4.35;6;Ativo;Ativo;Entre 19 e 21;0
812691;Ciência Da Computação;Integral;2017;20;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);6.54;5.03;45.43;0;0.0;27;5;22;87.0;18.52;3;0;2;81.48;7;Ativo;Ativo;Entre 19 e 21;0
812695;Ciência Da Computação;Integral;2017;23;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Preto;Solteiro(A);0.0;5.03;18.24;0;0.0;4;4;0;84.42;100.0;0;0;4;0.0;1;Excluído;Excluído;Entre 21 e 24;0
812697;Ciência Da Computação;Integral;2017;39;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Casado(A);0.97;5.03;30.73;1;0.0;4;4;0;86.98;100.0;0;0;4;0.0;1;Excluído;Excluído;Entre 31 e 40;0
812701;Ciência Da Computação;Integral;2017;24;Sim;Processo Seletivo;Ampla Concorrência;Feminino;Pardo;Solteiro(A);1.83;5.03;2.88;1;0.0;10;8;2;82.97;80.0;7;0;1;20.0;4;Ativo;Ativo;Entre 21 e 24;0
812856;Ciência Da Computação;Integral;2017;20;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);4.32;5.03;12.48;1;0.0;9;5;4;74.28;55.56;1;0;4;44.44;2;Excluído;Excluído;Entre 19 e 21;0
812857;Ciência Da Computação;Integral;2017;18;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);7.49;5.03;14.4;0;0.0;11;2;9;90.44;18.18;2;0;0;81.82;4;Excluído;Excluído;Até 18;0
812859;Ciência Da Computação;Integral;2017;21;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);8.41;5.03;92.31;0;0.0;37;1;36;90.21;2.7;1;0;0;97.3;9;Ativo;Ativo;Entre 19 e 21;0
812862;Sistemas De Informação;Noturno;2017;21;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);3.35;4.7;25.6;0;0.0;25;16;9;76.9;64.0;8;0;8;36.0;7;Ativo;Ativo;Entre 19 e 21;0
812865;Sistemas De Informação;Noturno;2017;23;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);4.86;4.7;66.3;0;0.0;22;9;13;78.16;40.91;1;0;8;59.09;6;Ativo;Ativo;Entre 21 e 24;0
812874;Sistemas De Informação;Noturno;2017;23;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);5.56;4.7;19.2;1;0.0;10;4;6;81.81;40.0;3;0;1;60.0;2;Ativo;Ativo;Entre 21 e 24;0
812878;Sistemas De Informação;Noturno;2017;23;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);0.4;4.7;24.53;0;0.0;5;5;0;80.1;100.0;0;0;5;0.0;1;Excluído;Excluído;Entre 21 e 24;0
812880;Sistemas De Informação;Noturno;2017;20;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);6.73;4.7;72.53;0;0.0;35;6;29;89.79;17.14;6;0;0;82.86;8;Ativo;Ativo;Entre 19 e 21;0
812882;Sistemas De Informação;Noturno;2017;22;Sim;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);5.66;4.7;43.8;0;0.0;25;9;16;92.31;36.0;9;0;0;64.0;6;Ativo;Ativo;Entre 21 e 24;0
812884;Sistemas De Informação;Noturno;2017;20;Sim;Processo Seletivo;Ampla Concorrência;Feminino;Pardo;Solteiro(A);6.62;4.7;65.86;0;0.0;33;7;26;92.53;21.21;7;0;0;78.79;7;Ativo;Ativo;Entre 19 e 21;0
812885;Sistemas De Informação;Noturno;2017;21;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);6.87;4.7;55.0;0;0.0;31;9;22;90.4;29.03;6;1;2;70.97;7;Ativo;Ativo;Entre 19 e 21;0
812886;Sistemas De Informação;Noturno;2017;22;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);7.14;4.7;70.4;0;0.0;31;4;27;91.69;12.9;4;0;0;87.1;7;Ativo;Ativo;Entre 21 e 24;0
812887;Sistemas De Informação;Noturno;2017;25;Não;Processo Seletivo;Ampla Concorrência;Masculino;Não Informado;Solteiro(A);4.32;4.7;48.0;0;0.0;29;16;13;89.19;55.17;14;0;2;44.83;7;Ativo;Ativo;Entre 25 e 27;0
812888;Sistemas De Informação;Noturno;2017;19;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);4.51;4.7;25.6;1;0.0;24;13;11;63.57;54.17;3;0;10;45.83;6;Ativo;Ativo;Entre 19 e 21;0
813084;Engenharia De Software;Noturno;2017;21;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);5.5;4.4;57.31;0;0.0;20;7;13;80.65;35.0;4;0;3;65.0;7;Ativo;Ativo;Entre 19 e 21;0
813089;Engenharia De Software;Noturno;2017;28;Sim;Processo Seletivo;Ampla Concorrência;Feminino;Pardo;Solteiro(A);6.53;4.4;60.25;0;0.0;26;5;21;85.96;19.23;5;0;0;80.77;7;Ativo;Ativo;Entre 28 e 30;0
813094;Engenharia De Software;Noturno;2017;20;Não;Processo Seletivo;Ampla Concorrência;Masculino;Branco;Solteiro(A);3.97;4.4;2.0;1;0.0;4;3;1;73.18;75.0;1;0;2;25.0;1;Excluído;Excluído;Entre 19 e 21;0
813096;Engenharia De Software;Noturno;2017;30;Não;Processo Seletivo;Ampla Concorrência;Masculino;Pardo;Solteiro(A);3.33;4.4;18.0;1;0.0;10;7;3;66.56;70.0;2;0;5;30.0;5;Ativo;Ativo;Entre 28 e 30;0
849580;Ciência Da Computação;Integral;2017;18;Sim;Sisu;RS;Masculino;Branco;Solteiro(A);6.04;5.03;31.66;0;0.0;28;10;18;93.07;35.71;10;0;0;64.29;6;Ativo;Ativo;Até 18;1
849787;Ciência Da Computação;Integral;2017;18;Sim;Sisu;RS-PPI;Masculino;Pardo;Solteiro(A);3.09;5.03;17.28;0;0.0;38;28;10;75.18;73.68;18;0;10;26.32;8;Ativo;Ativo;Até 18;1
849813;Ciência Da Computação;Integral;2017;18;Não;Sisu;Ampla Concorrência;Masculino;Pardo;Solteiro(A);6.03;5.03;45.13;0;0.0;37;15;22;85.22;40.54;14;0;1;59.46;6;Ativo;Ativo;Até 18;0
849820;Ciência Da Computação;Integral;2017;20;Sim;Sisu;RS-PPI;Masculino;Preto;Solteiro(A);5.61;5.03;40.45;0;0.0;32;12;20;78.71;37.5;9;0;3;62.5;7;Ativo;Ativo;Entre 19 e 21;1
849823;Ciência Da Computação;Integral;2017;19;Sim;Sisu;RS-PPI;Masculino;Pardo;Solteiro(A);4.93;5.03;37.33;0;0.0;29;10;19;82.74;34.48;7;0;3;65.52;6;Ativo;Ativo;Entre 19 e 21;1
849837;Ciência Da Computação;Integral;2017;19;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);8.82;5.03;65.36;0;0.0;33;0;33;95.8;0.0;0;0;0;100.0;7;Ativo;Ativo;Entre 19 e 21;0
849843;Ciência Da Computação;Integral;2017;18;Sim;Sisu;RS-PPI;Masculino;Pardo;Solteiro(A);7.61;5.03;48.97;0;0.0;29;5;24;96.1;17.24;5;0;0;82.76;6;Ativo;Ativo;Até 18;1
849858;Ciência Da Computação;Integral;2017;24;Sim;Sisu;RS-PPI;Masculino;Pardo;Solteiro(A);3.61;5.03;18.24;0;0.0;29;20;9;78.04;68.97;13;0;7;31.03;7;Ativo;Ativo;Entre 21 e 24;1
849869;Ciência Da Computação;Integral;2017;18;Sim;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);4.85;5.03;13.08;1;0.0;15;10;5;74.19;66.67;7;0;3;33.33;4;Ativo;Ativo;Até 18;0
849872;Ciência Da Computação;Integral;2017;18;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);2.72;5.03;2.88;1;0.0;7;5;2;85.12;71.43;3;0;2;28.57;2;Excluído;Excluído;Até 18;0
849896;Ciência Da Computação;Integral;2017;18;Não;Sisu;Ampla Concorrência;Feminino;Branco;Solteiro(A);7.28;5.03;31.69;0;0.0;21;3;18;91.12;14.29;3;0;0;85.71;4;Mudança de curso;Excluído;Até 18;0
849916;Ciência Da Computação;Integral;2017;18;Sim;Sisu;RS;Masculino;Branco;Solteiro(A);9.86;5.03;9.6;1;0.0;4;0;4;100.0;0.0;0;0;0;100.0;1;Mudança de curso;Excluído;Até 18;1
849929;Ciência Da Computação;Integral;2017;18;Sim;Sisu;RI-PPI;Masculino;Pardo;Solteiro(A);0.0;5.03;0.0;0;0.0;4;4;0;43.49;100.0;1;0;3;0.0;1;Excluído;Excluído;Até 18;1
849989;Ciência Da Computação;Integral;2017;19;Não;Sisu;Ampla Concorrência;Feminino;Pardo;Solteiro(A);8.22;5.03;62.54;0;0.0;32;2;30;89.93;6.25;2;0;0;93.75;6;Ativo;Ativo;Entre 19 e 21;0
849999;Ciência Da Computação;Integral;2017;18;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);1.18;5.03;0.0;1;0.0;4;4;0;85.16;100.0;3;0;1;0.0;1;Excluído;Excluído;Até 18;0
850002;Ciência Da Computação;Integral;2017;19;Não;Sisu;Ampla Concorrência;Feminino;Pardo;Solteiro(A);8.91;5.03;76.95;0;0.0;37;0;37;89.28;0.0;0;0;0;100.0;7;Ativo;Ativo;Entre 19 e 21;0
850006;Ciência Da Computação;Integral;2017;20;Sim;Sisu;RS-PPI;Masculino;Preto;Solteiro(A);1.09;5.03;0.0;1;0.0;4;4;0;62.24;100.0;1;0;3;0.0;1;Excluído;Excluído;Entre 19 e 21;1
850008;Ciência Da Computação;Integral;2017;18;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);7.05;5.03;73.1;0;0.0;39;4;35;94.75;10.26;4;0;0;89.74;7;Ativo;Ativo;Até 18;0
850010;Ciência Da Computação;Integral;2017;18;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);5.17;5.03;30.73;0;0.0;27;13;14;81.55;48.15;9;0;4;51.85;7;Ativo;Ativo;Até 18;0
850027;Ciência Da Computação;Integral;2017;18;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);6.1;5.03;19.44;0;0.0;14;5;9;93.4;35.71;5;0;0;64.29;3;Mudança de curso;Excluído;Até 18;0
850043;Ciência Da Computação;Integral;2017;19;Não;Sisu;Ampla Concorrência;Masculino;Não Informado;Solteiro(A);6.46;5.03;18.24;1;0.0;10;2;8;86.72;20.0;2;0;0;80.0;2;Excluído;Excluído;Entre 19 e 21;0
850045;Ciência Da Computação;Integral;2017;21;Sim;Sisu;RS-PPI;Masculino;Pardo;Solteiro(A);5.86;5.03;54.2;0;0.0;26;10;16;90.79;38.46;7;0;3;61.54;8;Ativo;Ativo;Entre 19 e 21;1
850056;Ciência Da Computação;Integral;2017;21;Não;Sisu;Ampla Concorrência;Masculino;Pardo;Solteiro(A);3.37;5.03;32.65;0;0.0;29;18;11;63.66;62.07;3;0;15;37.93;6;Ativo;Ativo;Entre 19 e 21;0
850081;Ciência Da Computação;Integral;2017;19;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);7.97;5.03;71.18;0;0.0;35;1;34;90.85;2.86;1;0;0;97.14;7;Ativo;Ativo;Entre 19 e 21;0
850086;Ciência Da Computação;Integral;2017;18;Sim;Sisu;RI;Masculino;Branco;Solteiro(A);3.84;5.03;0.0;1;0.0;4;4;0;84.38;100.0;4;0;0;0.0;1;Excluído;Excluído;Até 18;1
850146;Ciência Da Computação;Integral;2017;19;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);5.96;5.03;49.57;0;0.0;35;11;24;87.06;31.43;9;0;2;68.57;8;Ativo;Ativo;Entre 19 e 21;0
850171;Ciência Da Computação;Integral;2017;24;Não;Sisu;Ampla Concorrência;Masculino;Pardo;Solteiro(A);8.31;5.03;96.15;0;0.0;41;0;41;81.53;0.0;0;0;0;100.0;10;Ativo;Ativo;Entre 21 e 24;0
850174;Ciência Da Computação;Integral;2017;18;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);3.25;5.03;4.8;1;0.0;9;7;2;75.58;77.78;5;0;2;22.22;3;Excluído;Excluído;Até 18;0
850180;Ciência Da Computação;Integral;2017;19;Sim;Sisu;RS;Masculino;Pardo;Solteiro(A);7.9;5.03;66.29;0;0.0;34;2;32;93.45;5.88;2;0;0;94.12;7;Ativo;Ativo;Entre 19 e 21;1
850192;Ciência Da Computação;Integral;2017;18;Sim;Sisu;RS;Masculino;Branco;Solteiro(A);7.28;5.03;64.46;0;0.0;34;3;31;93.68;8.82;3;0;0;91.18;7;Ativo;Ativo;Até 18;1
850197;Ciência Da Computação;Integral;2017;22;Sim;Sisu;RI-PPI;Masculino;Pardo;Solteiro(A);3.28;5.03;16.32;0;0.0;24;16;8;79.27;66.67;10;0;6;33.33;7;Ativo;Ativo;Entre 21 e 24;1
850209;Ciência Da Computação;Integral;2017;18;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);4.96;5.03;37.45;0;0.0;35;17;18;87.47;48.57;16;0;1;51.43;7;Ativo;Ativo;Até 18;0
850241;Ciência Da Computação;Integral;2017;17;Não;Sisu;Ampla Concorrência;Masculino;Branco;Solteiro(A);5.27;5.03;32.59;0;0.0;30;15;15;92.63;50.0;15;0;0;50.0;7;Ativo;Ativo;Até 18;0
850256;Ciência Da Computação;Integral;2017;18;Sim;Sisu;RI-PPI;Masculino;Pardo;Solteiro(A);5.02;5.03;18.24;1;0.0;14;6;8;84.93;42.86;6;0;0;57.14;5;Ativo;Ativo;Até 18;1
850279;Ciência Da Computação;Integral;2017;30;Sim;Sisu;RI;Masculino;Branco;Solteiro(A);5.04;5.03;36.61;0;0.0;35;18;17;74.59;51.43;6;0;12;48.57;8;Ativo;Ativo;Entre 28 e 30;1
850284;Ciência Da Computação;Integral;2017;18;Sim;Sisu;RI-PPI;Masculino;Pardo;Solteiro(A);6.52;5.03;51.86;0;0.0;38;8;30;92.54;21.05;8;0;0;78.95;7;Ativo;Ativo;Até 18;1
850329;Ciência Da Computação;Integral;2017;19;Sim;Sisu;RS-PPI;Masculino;Pardo;Solteiro(A);6.27;5.03;40.33;0;0.0;25;7;18;78.9;28.0;3;0;4;72.0;7;Ativo;Ativo;Entre 19 e 21;1
850369;Ciência Da Computação;Integral;2017;19;Sim;Sisu;RI-PPI;Masculino;Pardo;Solteiro(A);3.03;5.03;7.44;0;0.0;12;9;3;88.67;75.0;8;0;1;25.0;3;Mudança de curso;Excluído;Entre 19 e 21;1
